Wavelength(nm),T%
1447,0.328565538
1446,0.294271648
1445,0.263221681
1444,0.236543402
1443,0.213499621
1442,0.195340738
1441,0.175050765
1440,0.160775751
1439,0.145574167
1438,0.133876368
1437,0.122951433
1436,0.113022469
1435,0.103895761
1434,0.095933691
1433,0.088825256
1432,0.084252678
1431,0.076010138
1430,0.070287883
1429,0.064914465
1428,0.062098295
1427,0.05529397
1426,0.054236013
1425,0.050744116
1424,0.046338152
1423,0.045353316
1422,0.040869083
1421,0.03701726
1420,0.037983626
1419,0.035388876
1418,0.033004548
1417,0.031592317
1416,0.028044296
1415,0.02650132
1414,0.023176553
1413,0.02384696
1412,0.022359841
1411,0.022245605
1410,0.021551216
1409,0.019234255
1408,0.017746653
1407,0.016109083
1406,0.015754458
1405,0.014115619
1404,0.015577159
1403,0.014260781
1402,0.013359062
1401,0.0134879
1400,0.012290964
1399,0.011678535
1398,0.010499943
1397,0.010965411
1396,0.010966362
1395,0.010580605
1394,0.011125753
1393,0.010621926
1392,0.011056112
1391,0.011705366
1390,0.009691398
1389,0.010280966
1388,0.00905726
1387,0.010437292
1386,0.009342086
1385,0.010222302
1384,0.012007214
1383,0.008654446
1382,0.010212642
1381,0.009633129
1380,0.008293716
1379,0.009739647
1378,0.009968831
1377,0.008832932
1376,0.00940854
1375,0.008725062
1374,0.00831457
1373,0.009559664
1372,0.008392467
1371,0.008293219
1370,0.008663131
1369,0.00773412
1368,0.008426319
1367,0.009487047
1366,0.009710901
1365,0.009096765
1364,0.008830924
1363,0.008994482
1362,0.009342541
1361,0.00862731
1360,0.006784173
1359,0.010713022
1358,0.008136718
1357,0.008484119
1356,0.011249282
1355,0.007597276
1354,0.008795551
1353,0.008476024
1352,0.008650711
1351,0.008045244
1350,0.011041801
1349,0.008049502
1348,0.009060945
1347,0.008886031
1346,0.008969281
1345,0.008919624
1344,0.007475857
1343,0.009379968
1342,0.009247113
1341,0.007974793
1340,0.008326788
1339,0.007880538
1338,0.008746604
1337,0.009088855
1336,0.007312957
1335,0.009990211
1334,0.007424532
1333,0.007233712
1332,0.00824531
1331,0.008178591
1330,0.009649109
1329,0.008565841
1328,0.009040084
1327,0.00854482
1326,0.00770686
1325,0.007821039
1324,0.009758081
1323,0.008220207
1322,0.008325522
1321,0.008753117
1320,0.009242294
1319,0.008448475
1318,0.008477611
1317,0.00650494
1316,0.008768705
1315,0.007766993
1314,0.007376596
1313,0.010188899
1312,0.008980096
1311,0.006948987
1310,0.00862083
1309,0.009600295
1308,0.010100021
1307,0.00904413
1306,0.008300244
1305,0.006915052
1304,0.007450819
1303,0.00757796
1302,0.007483392
1301,0.007211421
1300,0.009617959
1299,0.009115464
1298,0.008286976
1297,0.008824268
1296,0.008972621
1295,0.008126346
1294,0.008164351
1293,0.009408123
1292,0.00778447
1291,0.0105957
1290,0.008440483
1289,0.007190129
1288,0.008125829
1287,0.010104609
1286,0.007061773
1285,0.00900003
1284,0.008306019
1283,0.0073981
1282,0.007896441
1281,0.010664735
1280,0.009304824
1279,0.007332698
1278,0.009222786
1277,0.008616419
1276,0.007675046
1275,0.008432817
1274,0.009657664
1273,0.008760517
1272,0.00863917
1271,0.008722931
1270,0.009278558
1269,0.007023252
1268,0.009543781
1267,0.006380389
1266,0.008060132
1265,0.008453507
1264,0.00678007
1263,0.007771371
1262,0.007342167
1261,0.008471511
1260,0.009595423
1259,0.008711583
1258,0.008527219
1257,0.007204804
1256,0.008241967
1255,0.008177073
1254,0.008400816
1253,0.008352598
1252,0.007979338
1251,0.008588379
1250,0.007735757
1249,0.008427956
1248,0.009031702
1247,0.008684227
1246,0.008013984
1245,0.008025069
1244,0.010323349
1243,0.007771558
1242,0.008304449
1241,0.008031146
1240,0.010593154
1239,0.008403564
1238,0.009464274
1237,0.007439024
1236,0.005803218
1235,0.006538373
1234,0.009787423
1233,0.00839946
1232,0.009588736
1231,0.007396507
1230,0.010005798
1229,0.009126863
1228,0.008162945
1227,0.00901028
1226,0.007586272
1225,0.008931106
1224,0.009394262
1223,0.00860347
1222,0.008746242
1221,0.010670827
1220,0.007670143
1219,0.008247029
1218,0.008250122
1217,0.006834772
1216,0.0065247
1215,0.008170092
1214,0.008887646
1213,0.007633037
1212,0.007965465
1211,0.007409004
1210,0.010096775
1209,0.007699976
1208,0.008078284
1207,0.008705209
1206,0.010050174
1205,0.007685864
1204,0.009054264
1203,0.005864583
1202,0.008555408
1201,0.007988336
1200,0.009499235
1199,0.008971784
1198,0.010012989
1197,0.006331748
1196,0.008149896
1195,0.008101194
1194,0.007683941
1193,0.008578573
1192,0.007532083
1191,0.00931706
1190,0.008562512
1189,0.006832608
1188,0.00926095
1187,0.00713755
1186,0.00897089
1185,0.00704363
1184,0.006741527
1183,0.008162974
1182,0.009011773
1181,0.008683998
1180,0.008265424
1179,0.010095489
1178,0.007430829
1177,0.008414664
1176,0.00802134
1175,0.009637927
1174,0.008735511
1173,0.009058436
1172,0.007221271
1171,0.008322192
1170,0.010058881
1169,0.00782188
1168,0.009352833
1167,0.010227845
1166,0.009499477
1165,0.008573755
1164,0.007527552
1163,0.008407027
1162,0.01074932
1161,0.008376774
1160,0.008819257
1159,0.007178422
1158,0.009113126
1157,0.008505356
1156,0.009200437
1155,0.007925024
1154,0.007520861
1153,0.008073647
1152,0.007131787
1151,0.008797805
1150,0.009351477
1149,0.008337077
1148,0.010323646
1147,0.007720781
1146,0.009379438
1145,0.009468012
1144,0.009635908
1143,0.008596654
1142,0.007897281
1141,0.010475711
1140,0.007698438
1139,0.008290938
1138,0.01024691
1137,0.008669103
1136,0.010636743
1135,0.009665602
1134,0.008031593
1133,0.008295271
1132,0.006039225
1131,0.008873837
1130,0.008637586
1129,0.007432011
1128,0.00742999
1127,0.007875154
1126,0.008895578
1125,0.008819093
1124,0.008885946
1123,0.009869339
1122,0.007175548
1121,0.008025388
1120,0.007224756
1119,0.008071104
1118,0.007586935
1117,0.007966257
1116,0.008612657
1115,0.00936109
1114,0.008746275
1113,0.008476039
1112,0.008976282
1111,0.008813499
1110,0.00855069
1109,0.009041327
1108,0.009248973
1107,0.007625131
1106,0.009195423
1105,0.006829863
1104,0.008158077
1103,0.008679037
1102,0.006177962
1101,0.007286064
1100,0.007632313
1099,0.00916453
1098,0.008244717
1097,0.008275709
1096,0.008058978
1095,0.008946121
1094,0.010196793
1093,0.00885833
1092,0.00958016
1091,0.005358621
1090,0.00852656
1089,0.008634272
1088,0.008678555
1087,0.008869261
1086,0.007298142
1085,0.008949661
1084,0.008206427
1083,0.009260757
1082,0.006696159
1081,0.008695871
1080,0.010162545
1079,0.007524572
1078,0.009078885
1077,0.008434577
1076,0.008526223
1075,0.008336528
1074,0.009500234
1073,0.007688884
1072,0.007889484
1071,0.009158569
1070,0.00838605
1069,0.007891971
1068,0.008148209
1067,0.009675974
1066,0.008637914
1065,0.00856592
1064,0.008693613
1063,0.009395648
1062,0.008199041
1061,0.00750788
1060,0.008224609
1059,0.009692329
1058,0.008380983
1057,0.008572706
1056,0.009515499
1055,0.010098892
1054,0.00820369
1053,0.009161696
1052,0.009578354
1051,0.008774181
1050,0.009929777
1049,0.008988878
1048,0.00780508
1047,0.00816072
1046,0.00867805
1045,0.009150848
1044,0.008413501
1043,0.007984443
1042,0.008694427
1041,0.007851015
1040,0.008262374
1039,0.007783864
1038,0.007574433
1037,0.009666921
1036,0.009011202
1035,0.008270624
1034,0.009250714
1033,0.010423906
1032,0.008924997
1031,0.009050637
1030,0.008728457
1029,0.008013187
1028,0.008473065
1027,0.010430253
1026,0.008455287
1025,0.010126172
1024,0.008215169
1023,0.007420844
1022,0.006217108
1021,0.010431676
1020,0.008585299
1019,0.009256905
1018,0.008436482
1017,0.008213204
1016,0.010270271
1015,0.008150449
1014,0.006872233
1013,0.010111325
1012,0.008552673
1011,0.007930405
1010,0.006986924
1009,0.008145781
1008,0.006538789
1007,0.009671345
1006,0.010443581
1005,0.008003899
1004,0.009370775
1003,0.009233522
1002,0.008391763
1001,0.009115375
1000,0.0081867
999,0.009070244
998,0.00877364
997,0.006998866
996,0.009272414
995,0.008996948
994,0.008820049
993,0.008838076
992,0.008773147
991,0.006396774
990,0.00968603
989,0.00910948
988,0.010182838
987,0.009231956
986,0.008425124
985,0.008646003
984,0.008250186
983,0.010337449
982,0.009097587
981,0.008254428
980,0.008820502
979,0.008996195
978,0.009684571
977,0.00856821
976,0.009346113
975,0.007746662
974,0.009590898
973,0.008897007
972,0.009976683
971,0.007413571
970,0.008576649
969,0.009814965
968,0.008914733
967,0.009644357
966,0.00859049
965,0.007916105
964,0.009379573
963,0.008300081
962,0.008779506
961,0.01027209
960,0.008451841
959,0.009534573
958,0.008953011
957,0.009476382
956,0.009102802
955,0.009111685
954,0.006461184
953,0.008679161
952,0.008997967
951,0.006437487
950,0.008476921
949,0.010589258
948,0.010165317
947,0.008846016
946,0.009828081
945,0.009647002
944,0.008736649
943,0.008976365
942,0.010059311
941,0.006893489
940,0.010591584
939,0.009152454
938,0.008982481
937,0.007208083
936,0.009614426
935,0.010852689
934,0.006615769
933,0.008719395
932,0.011489775
931,0.00854503
930,0.009414182
929,0.009088388
928,0.007679644
927,0.008886246
926,0.007453841
925,0.009428661
924,0.008086333
923,0.008721359
922,0.008166912
921,0.008818169
920,0.0091798
919,0.009187236
918,0.008062804
917,0.009485346
916,0.008781714
915,0.011600536
914,0.009935079
913,0.010274326
912,0.00836424
911,0.010032385
910,0.00961364
909,0.009014655
908,0.008862481
907,0.008480276
906,0.00972119
905,0.008091535
904,0.008168385
903,0.010424046
902,0.009462648
901,0.009668647
900,0.009095686
899,0.009578016
898,0.009218309
897,0.011356837
896,0.010486091
895,0.009247418
894,0.009620904
893,0.008292272
892,0.009147161
891,0.009818919
890,0.009825285
889,0.008021614
888,0.009829463
887,0.011003399
886,0.00949336
885,0.008431707
884,0.009526355
883,0.009897535
882,0.009395658
881,0.009906197
880,0.012172607
879,0.008190179
878,0.008762416
877,0.008570039
876,0.006779462
875,0.010056905
874,0.009106777
873,0.009834216
872,0.008140218
871,0.010233012
870,0.009794016
869,0.008436954
868,0.012184057
867,0.010873341
866,0.009001336
865,0.01007796
864,0.009857356
863,0.010247626
862,0.009658195
861,0.011719638
860,0.009088822
859,0.011113003
858,0.010358227
857,0.008432995
856,0.010829766
855,0.009016601
854,0.009261006
853,0.011077875
852,0.011180501
851,0.010787757
850,0.009481197
849,-0.000599483
848,0.000207783
847,-0.000334394
846,-0.000335563
845,-0.000318459
844,-0.000501632
843,-0.000376431
842,-0.000462326
841,-0.000439227
840,-0.000435292
839,-0.000466811
838,-0.000598411
837,-0.000447431
836,-0.0003957
835,-0.000506234
834,-0.000460326
833,-0.000502575
832,-0.000403316
831,-0.000378304
830,-0.000531454
829,-0.000419192
828,-0.000731688
827,-0.000498905
826,-0.000553522
825,-0.000580262
824,-0.000564652
823,-0.000644466
822,-0.000552019
821,-0.000511581
820,-0.000683968
819,-0.000617278
818,-0.00062046
817,-0.000605048
816,-0.000430497
815,-0.000709615
814,-0.000599169
813,-0.000683984
812,-0.000599047
811,-0.000627165
810,-0.000564016
809,-0.000505454
808,-0.000688947
807,-0.000608538
806,-0.00064521
805,-0.000575861
804,-0.000602021
803,-0.00052294
802,-0.000527038
801,-0.000713483
800,-0.000646138
799,-0.000618928
798,-0.000668553
797,-0.000651207
796,-0.000540895
795,-0.000611183
794,-0.00058497
793,-0.000448175
792,-0.000618833
791,-0.00064421
790,-0.000588308
789,-0.000539048
788,-0.000684754
787,-0.000647889
786,-0.000617965
785,-0.000553436
784,-0.000597117
783,-0.000688252
782,-0.000681265
781,-0.000623427
780,-0.000662586
779,-0.000548337
778,-0.00047628
777,-0.000647195
776,-0.000515344
775,-0.000492606
774,-0.000434169
773,-0.000553794
772,-0.000590905
771,-0.000555022
770,-0.000524609
769,-0.000463436
768,-0.000592079
767,-0.000527804
766,-0.000651074
765,-0.000569402
764,-0.000598912
763,-0.00057909
762,-0.000610662
761,-0.000647429
760,-0.000542273
759,-0.000524427
758,-0.000635526
757,-0.000585542
756,-0.000614864
755,-0.000617
754,-0.000596351
753,-0.000538918
752,-0.000615478
751,-0.00054073
750,-0.000595261
749,-0.000574986
748,-0.00056848
747,-0.000546714
746,-0.000564941
745,-0.000602008
744,-0.000679732
743,-0.000463292
742,-0.000479482
741,-0.00056488
740,-0.000637023
739,-0.000636208
738,-0.000504031
737,-0.000619406
736,-0.000619025
735,-0.000598564
734,-0.00049852
733,-0.000625503
732,-0.000605803
731,-0.000643291
730,-0.000522691
729,-0.000660385
728,-0.000654211
727,-0.000737209
726,-0.000630459
725,-0.00053451
724,-0.00056335
723,-0.000567249
722,-0.00056313
721,-0.000564711
720,-0.000465625
719,-0.000629688
718,-0.000568388
717,-0.000494198
716,-0.000595139
715,-0.000621467
714,-0.000536862
713,-0.000594953
712,-0.000503839
711,-0.000528204
710,-0.000552855
709,-0.000539458
708,-0.000627461
707,-0.000622406
706,-0.000508495
705,-0.000601489
704,-0.000522725
703,-0.000588497
702,-0.000515816
701,-0.000518134
700,-0.000610377
699,-0.0005527
698,-0.000479342
697,-0.000527557
696,-0.000469297
695,-0.000491156
694,-0.000518913
693,-0.000587935
692,-0.000648408
691,-0.000571407
690,-0.000546346
689,-0.000623824
688,-0.000517089
687,-0.000553051
686,-0.000529098
685,-0.000524436
684,-0.000495568
683,-0.000564047
682,-0.000605185
681,-0.000554628
680,-0.00046819
679,-0.000625125
678,-0.000473042
677,-0.000516027
676,-0.000566332
675,-0.000625536
674,-0.000532218
673,-0.000525878
672,-0.00042611
671,-0.000526591
670,-0.000628032
669,-0.000635578
668,-0.000641284
667,-0.000602965
666,-0.000631465
665,-0.000549255
664,-0.000515454
663,-0.000562542
662,-0.000509594
661,-0.000555469
660,-0.000539109
659,-0.000601457
658,-0.000545564
657,-0.000551732
656,-0.000675561
655,-0.000514758
654,-0.000435725
653,-0.000588485
652,-0.000595838
651,-0.000546782
650,-0.000519734
649,-0.000553831
648,-0.000529904
647,-0.000572095
646,-0.00055627
645,-0.000521193
644,-0.00067112
643,-0.000628513
642,-0.000566844
641,-0.00058981
640,-0.000753284
639,-0.000628423
638,-0.000660349
637,-0.000713112
636,-0.00072791
635,-0.000604415
634,-0.000564655
633,-0.000729038
632,-0.000483585
631,-0.00060328
630,-0.000638198
629,-0.000627446
628,-0.000646006
627,-0.000698896
626,-0.000656173
625,-0.000699875
624,-0.000741002
623,-0.00067552
622,-0.000649485
621,-0.000638433
620,-0.000701752
619,-0.000617613
618,-0.000630906
617,-0.000558888
616,-0.000629753
615,-0.000509533
614,-0.000564286
613,-0.000478235
612,-0.000579439
611,-0.000549046
610,-0.000570491
609,-0.000509326
608,-0.000677647
607,-0.000528809
606,-0.000485561
605,-0.000613592
604,-0.000525022
603,-0.000503729
602,-0.000570701
601,-0.000612512
600,-0.000612076
599,-0.000664246
598,-0.000587724
597,-0.000717063
596,-0.000645612
595,-0.000711946
594,-0.000779844
593,-0.000669122
592,-0.000702448
591,-0.00063701
590,-0.000680552
589,-0.000551574
588,-0.000696638
587,-0.000690996
586,-0.000656423
585,-0.000654111
584,-0.000652882
583,-0.0007541
582,-0.000581216
581,-0.000591854
580,-0.000662887
579,-0.000650069
578,-0.00062066
577,-0.000649538
576,-0.000650037
575,-0.000568324
574,-0.000593103
573,-0.000622682
572,-0.000694558
571,-0.000573805
570,-0.000618174
569,-0.000529702
568,-0.000542358
567,-0.000571825
566,-0.000676152
565,-0.00057921
564,-0.000608673
563,-0.000607027
562,-0.000645616
561,-0.000659715
560,-0.000624995
559,-0.000567288
558,-0.000522738
557,-0.000511051
556,-0.000613755
555,-0.000578308
554,-0.000610476
553,-0.000530956
552,-0.000577669
551,-0.000501034
550,-0.000582108
549,-0.000634398
548,-0.000615558
547,-0.000567006
546,-0.000531949
545,-0.000661326
544,-0.000465176
543,-0.000536621
542,-0.000555306
541,-0.000584631
540,-0.000484936
539,-0.000529275
538,-0.000564455
537,-0.000578121
536,-0.000559847
535,-0.000472684
534,-0.000500058
533,-0.000461368
532,-0.000467216
531,-0.000532368
530,-0.000433985
529,-0.000470736
528,-0.000559581
527,-0.000601154
526,-0.000453613
525,-0.000620084
524,-0.000530778
523,-0.00051674
522,-0.000618941
521,-0.000560679
520,-0.000565942
519,-0.000483936
518,-0.000495538
517,-0.000505712
516,-0.000551014
515,-0.000578761
514,-0.000494911
513,-0.000512591
512,-0.000494915
511,-0.000546385
510,-0.00052615
509,-0.000594991
508,-0.000588712
507,-0.00052207
506,-0.000530318
505,-0.000459681
504,-0.000458646
503,-0.000539149
502,-0.000478706
501,-0.000532866
500,-0.000526557
499,-0.000486426
498,-0.000506889
497,-0.000461169
496,-0.000482583
495,-0.000505153
494,-0.00046924
493,-0.000542929
492,-0.000442038
491,-0.00051363
490,-0.00049477
489,-0.000451081
488,-0.000595065
487,-0.000522317
486,-0.00058711
485,-0.000602089
484,-0.000500857
483,-0.00048049
482,-0.000468296
481,-0.000496454
480,-0.000463986
479,-0.000690974
478,-0.000453458
477,-0.000582387
476,-0.000495264
475,-0.000595172
474,-0.000506153
473,-0.000552673
472,-0.000532964
471,-0.000551944
470,-0.000538614
469,-0.000521577
468,-0.000526371
467,-0.000624231
466,-0.000598675
465,-0.000563147
464,-0.000510431
463,-0.000572859
462,-0.000550746
461,-0.000538938
460,-0.000585382
459,-0.000592472
458,-0.000667323
457,-0.000714425
456,-0.000621021
455,-0.000542112
454,-0.000617428
453,-0.00055947
452,-0.000706395
451,-0.000622126
450,-0.000574425
449,-0.000564095
448,-0.000610972
447,-0.00056363
446,-0.000581956
445,-0.000488517
444,-0.000727119
443,-0.000523545
442,-0.000636721
441,-0.000559076
440,-0.000566034
439,-0.000476083
438,-0.000681831
437,-0.000584458
436,-0.000597188
435,-0.000593507
434,-0.00066775
433,-0.000690715
432,-0.000593506
431,-0.000604821
430,-0.000572119
429,-0.00052845
428,-0.000532597
427,-0.000716069
426,-0.000576768
425,-0.000592855
424,-0.000596104
423,-0.000627791
422,-0.00054026
421,-0.000563197
420,-0.000559584
419,-0.000591551
418,-0.000619256
417,-0.000648947
416,-0.000639649
415,-0.000471299
414,-0.000502922
413,-0.000594214
412,-0.000617146
411,-0.000683197
410,-0.000620774
409,-0.000525211
408,-0.000575204
407,-0.000691275
406,-0.000494997
405,-0.000604457
404,-0.000591383
403,-0.000653306
402,-0.000620666
401,-0.000484427
400,-0.000634509
